acao,tiny_id,tiny_codigo,tiny_nome,tipo,preco_tiny,preco_novo,custo_novo,sku_planilha,aba
criar,,ACX363311C-KIT25,COPO VENTURI C — Kit 25 unidades,N,,371.86,207.75,ACX363311C-KIT25,03_AGCO
criar,,ACX363311B-KIT25,COPO VENTURI B — Kit 25 unidades,N,,371.86,207.75,ACX363311B-KIT25,03_AGCO
criar,,ACX3601860-KIT25,COPO VENTURI — Kit 25 unidades,N,,416.87,239.25,ACX3601860-KIT25,03_AGCO
criar,,H-102724-KIT50,DEDO RETRATIL JD QUADRADO — Kit 50 unidades,N,,498.81,250.0,H-102724-KIT50,05_JOHN_DEERE
criar,,H-169914-KIT50,DEDO RETRATIL JD — Kit 50 unidades,N,,501.84,250.0,H-169914-KIT50,05_JOHN_DEERE
criar,,H-175727-KIT50,SUPORTE DO MOLINETE — Kit 50 unidades,N,,294.55,145.0,H-175727-KIT50,05_JOHN_DEERE
criar,,KK31823-KIT25,DEDO RECOLHEDOR ALGODÃO GRANDE — Kit 25 unidades,N,,374.5,180.0,KK31823-KIT25,05_JOHN_DEERE
criar,,KK31824-KIT25,DEDO RECOLHEDOR ALGODÃO MÉDIO — Kit 25 unidades,N,,249.07,120.0,KK31824-KIT25,05_JOHN_DEERE
criar,,KK31825-KIT25,DEDO RECOLHEDOR ALGODÃO PEQUENO — Kit 25 unidades,N,,210.62,100.0,KK31825-KIT25,05_JOHN_DEERE
criar,,N276747-KIT25,TAMPA ALGODÃO — Kit 25 unidades,N,,494.24,247.5,N276747-KIT25,05_JOHN_DEERE
criar,,CQ65827-KIT50,CONDUTOR JD — Kit 50 unidades,N,,547.09,204.99999999999997,CQ65827-KIT50,05_JOHN_DEERE
criar,,CQ54137-KIT50,CONDUTOR JOHN DEERE — Kit 50 unidades,N,,512.88,225.0,CQ54137-KIT50,05_JOHN_DEERE
criar,,AA67780-KIT10,CONDUTOR JOHN DEERE ACRILICO — Kit 10 unidades,N,,414.77,195.0,AA67780-KIT10,05_JOHN_DEERE
criar,,CQ73378-KIT30,CONDUTOR PLANTADEIRA JOHN DEERE — Kit 30 unidades,N,,358.42,140.1,CQ73378-KIT30,05_JOHN_DEERE
criar,,A75169-KIT50,CONEXÃO PIPOQUEIRA JD — Kit 50 unidades,N,,453.33,225.0,A75169-KIT50,05_JOHN_DEERE
criar,,A71321-KIT50,ENGATE CONDUTOR JD — Kit 50 unidades,N,,463.66,225.0,A71321-KIT50,05_JOHN_DEERE
criar,,A72758-KIT50,PENEIRA MINI HOOPER — Kit 50 unidades,N,,543.84,280.0,A72758-KIT50,05_JOHN_DEERE
criar,,A74430-KIT10,ENGATE HIDR. RAPIDO — Kit 10 unidades,N,,307.35,150.0,A74430-KIT10,05_JOHN_DEERE
criar,,KK31823-KIT50,DEDO RECOLHEDOR ALGODÃO GRANDE — Kit 50 unidades,N,,723.52,360.0,KK31823-KIT50,05_JOHN_DEERE
criar,,KK31824-KIT50,DEDO RECOLHEDOR ALGODÃO MÉDIO — Kit 50 unidades,N,,471.08,240.0,KK31824-KIT50,05_JOHN_DEERE
criar,,6424-4005-KIT50,ACABAMENTO LATERAL RESERVATORIO DE SEMENTES — Kit 50 unidade,N,,402.7,198.72,6424-4005-KIT50,06_STARA
criar,,6424-4026-KIT50,CONEXAO MANGUEIRA SEMENTES — Kit 50 unidades,N,,404.39,198.099,6424-4026-KIT50,06_STARA
criar,,6117-4142-KIT50,BUCHA DO MANCAL PANTOGRAFICO — Kit 50 unidades,N,,166.73,74.52,6117-4142-KIT50,06_STARA
criar,,8031-4008-KIT10,PONTEIRA BICO — Kit 10 unidades,N,,444.32,214.3692,8031-4008-KIT10,06_STARA
criar,,6424-4013-KIT25,CONDUTOR ADUBO DISCO DUPLO — Kit 25 unidades,N,,548.64,205.8615,6424-4013-KIT25,06_STARA
criar,,IPCX03009065-KIT100,GIRO MOLINETE 2 — Kit 100 unidades,N,,305.33,143.64,IPCX03009065-KIT100,07_GTS
criar,,IPCX03009064-KIT100,GIRO MOLINETE 1 — Kit 100 unidades,N,,305.33,143.64,IPCX03009064-KIT100,07_GTS
criar,,IPCX05009034-KIT75,ROTULA MOLINETE — Kit 75 unidades,N,,436.06,213.84,IPCX05009034-KIT75,07_GTS
criar,,IPCX03007010-KIT20,DEDO MOLINETE GTS — Kit 20 unidades,N,,156.86,67.0,IPCX03007010-KIT20,07_GTS
criar,,IPCX03007010-KIT50,DEDO MOLINETE GTS — Kit 50 unidades,N,,348.72,167.5,IPCX03007010-KIT50,07_GTS
criar,,IPCX03007010-KIT100,DEDO MOLINETE GTS — Kit 100 unidades,N,,674.79,335.0,IPCX03007010-KIT100,07_GTS
criar,,IPCX03006056-KIT60,MANCAL DEDO RETRÁTIL — Kit 60 unidades,N,,414.87,205.416,IPCX03006056-KIT60,07_GTS
criar,,IPCX03006047-KIT50,GUIA DEDO RETRATIL — Kit 50 unidades,N,,365.37,178.2,IPCX03006047-KIT50,07_GTS
