acao,aba,linha,sku_shopify,titulo_novo,custo,frete,marg,preco_novo,preco_site,delta_pct,body_site_len
create,03_AGCO,9,ACX2865730-KIT60,Tampa do Modulo SRM — Kit 60 Unidades — AGCO ACX2865730,601.1999999999999,105.71,0.2,1115.99,,,
update,03_AGCO,11,ACX3454710,Conjunto Montado Reservatório de Sementes Mecânico — AGCO ACX3454710,35.74,40.06,0.2,119.66,90.27,32.6,938
create,03_AGCO,13,ACX2719210,CJ Montado Joelho — AGCO ACX2719210,13.81,1.12,0.2,23.57,,,
create,03_AGCO,14,ACX2719210-KIT30,CJ Montado Joelho — Kit 30 Unidades — AGCO ACX2719210,414.3,33.55,0.2,707.01,,,
update,03_AGCO,15,4383927M4,Dobradiça Esquerda Inferior — Massey Ferguson 4383927M4,20.01,2.08,0.2,34.87,50.54,-31.0,895
create,03_AGCO,16,4383927M4-KIT10,Dobradiça Esquerda Inferior — Kit 10 Unidades — AGCO 4383927M4,200.10000000000002,20.77,0.2,348.68,,,
update,03_AGCO,17,ACX283890A,Vedação Tubo de Ar — AGCO ACX283890A | Sistema Pneumático,20.14,2.08,0.2,35.08,50.88,-31.1,923
create,03_AGCO,18,ACX283890A-KIT10,Vedação Tubo de Ar — Kit 10 Unidades — AGCO ACX283890A,201.4,20.78,0.2,350.75,,,
update,03_AGCO,19,ACX310603A,Manípulo Pneumático — AGCO ACX310603A,4.53,0.49,0.2,7.92,11.45,-30.8,738
create,03_AGCO,20,ACX310603A-KIT50,Manipulo Pneumatico — Kit 50 Unidades — AGCO ACX310603A,226.5,24.71,0.2,396.58,,,
update,03_AGCO,21,4383923M4,Dobradiça Esquerda Superior — Massey Ferguson 4383923M4,20.01,16.74,0.2,58.02,50.54,14.8,809
update,03_AGCO,22,ACX363311C,Copo Venturi C — AGCO ACX363311C | Dosador Pneumático,8.31,1.03,0.2,14.74,20.99,-29.8,943
create,03_AGCO,23,ACX363311C-KIT60,Copo Venturi C — Kit 60 Unidades — AGCO ACX363311C,498.6,61.52,0.2,884.25,,,
update,03_AGCO,24,ACX363311B,Copo Venturi B — AGCO ACX363311B | Dosador Pneumático,8.31,1.03,0.2,14.74,20.99,-29.8,1080
create,03_AGCO,25,ACX363311B-KIT60,Copo Venturi B — Kit 60 Unidades — AGCO ACX363311B,498.6,61.52,0.2,884.25,,,
update,03_AGCO,26,ACX2414460,Conjunto Adaptador de Vácuo — AGCO ACX2414460,9.02,1.38,0.2,16.42,22.79,-28.0,869
create,03_AGCO,27,ACX2414460-KIT20,CJ Adaptador de Vacuo — Kit 20 Unidades — AGCO ACX2414460,180.39999999999998,27.58,0.2,328.33,,,
update,03_AGCO,28,ACX3371800,Bocal Cotovelo de Vácuo — AGCO ACX3371800,5.77,1.28,0.2,11.13,14.58,-23.7,814
create,03_AGCO,29,ACX3371800-KIT50,Bocal Cotovelo Vacuo — Kit 50 Unidades — AGCO ACX3371800,288.5,63.83,0.2,556.22,,,
update,03_AGCO,30,7038105M1,Acoplamento do Condutor — Massey Ferguson 7038105M1,3.94,0.53,0.2,7.06,9.95,-29.0,860
create,03_AGCO,31,7038105M1-KIT60,Acoplamento do Condutor — Kit 60 Unidades — AGCO 7038105M1,236.4,32.09,0.2,423.86,,,
update,03_AGCO,32,7038106M1,Acoplamento da Curva — Massey Ferguson 7038106M1,3.94,0.53,0.2,7.06,9.95,-29.0,857
create,03_AGCO,33,7038106M1-KIT60,Acoplamento da Curva — Kit 60 Unidades — AGCO 7038106M1,236.4,32.09,0.2,423.86,,,
update,03_AGCO,34,ACX5458940,Proteção SRM — AGCO ACX5458940 | Monitor de Linhas,8.64,1.81,0.2,16.5,21.83,-24.4,889
create,03_AGCO,35,ACX5458940-KIT40,Proteção SRM — Kit 40 Unidades — AGCO ACX5458940,345.6,72.41,0.2,659.9,,,
update,03_AGCO,36,ACX3601860,Copo Venturi — AGCO ACX3601860 | Dosador Pneumático,9.57,0.68,0.2,16.18,24.18,-33.1,936
create,03_AGCO,37,ACX3601860-KIT60,Copo Venturi — Kit 60 Unidades — AGCO ACX3601860,574.2,40.99,0.2,971.19,,,
update,03_AGCO,38,4383933M4,Dobradiça Direita Superior — Massey Ferguson 4383933M4,20.01,2.08,0.2,34.87,50.54,-31.0,807
create,03_AGCO,39,4383933M4-KIT10,Dobradiça Direita Superior — Kit 10 Unidades — AGCO 4383933M4,200.10000000000002,20.77,0.2,348.68,,,
update,03_AGCO,40,4383934M4,Dobradiça Direita Inferior — Massey Ferguson 4383934M4,20.01,2.08,0.2,34.87,50.54,-31.0,807
create,03_AGCO,41,4383934M4-KIT10,Dobradiça Direita Inferior — Kit 10 Unidades — AGCO 4383934M4,200.10000000000002,20.77,0.2,348.68,,,
update,03_AGCO,42,ACX3473430,Tampa Maior do Tubo — AGCO ACX3473430,5.46,0.66,0.2,9.66,13.79,-29.9,794
create,03_AGCO,43,ACX3473430-KIT40,Tampa Maior do Tubo — Kit 40 Unidades — AGCO ACX3473430,218.4,26.2,0.199999999999999,386.15,,,
update,03_AGCO,44,ACX329796A,Defletor do Radiador — AGCO ACX329796A,85.45,37.07,0.199999999999999,193.42,215.84,-10.4,875
update,03_AGCO,45,33070004,Condutor Reto de Sementes — AGCO 33070004,6.44,2.67,0.199999999999999,14.38,16.27,-11.6,854
create,03_AGCO,46,33070004-KIT25,Condutor Reto — Kit 25 Unidades — AGCO 33070004,161.0,66.85,0.199999999999999,359.7,,,
create,03_AGCO,47,6237989M1,Corpo Bico 1POL e Saídas — AGCO 6237989M1,26.46,2.5,0.199999999999999,45.72,,,
create,03_AGCO,48,6237989M1-KIT10,Corpo Bico 1POL e Saídas — Kit 10 Unidades — AGCO 6237989M1,264.6,25.01,0.199999999999999,457.2,,,
create,03_AGCO,49,ACX363311C-KIT25,Copo Venturi C — Kit 25 Unidades — AGCO ACX363311C,207.75,27.8,0.199999999999999,371.86,,,
create,03_AGCO,50,ACX363311B-KIT25,Copo Venturi B — Kit 25 Unidades — AGCO ACX363311B,207.75,27.8,0.199999999999999,371.86,,,
create,03_AGCO,51,ACX3601860-KIT25,Copo Venturi — Kit 25 Unidades — AGCO ACX3601860,239.25,24.81,0.199999999999999,416.87,,,
update,05_JOHN_DEERE,6,H-102724,DEDO RETRATIL JD QUADRADO — H-102724,5.0,0.53,0.3,9.98,12.64,-21.0,0
create,05_JOHN_DEERE,7,H-102724-KIT50,Dedo Retratil Quadrado — Kit 50 Unidades — John Deere H-102724,250.0,26.47,0.3,498.81,,,
update,05_JOHN_DEERE,8,H-169914,DEDO RETRATIL JD — H-169914,5.0,0.56,0.3,10.03,12.64,-20.6,0
create,05_JOHN_DEERE,9,H-169914-KIT50,Dedo Retratil — Kit 50 Unidades — John Deere H-169914,250.0,28.15,0.3,501.84,,,
update,05_JOHN_DEERE,10,H-175727,SUPORTE DO MOLINETE — H-175727,2.9,0.37,0.3,5.9,7.32,-19.4,0
create,05_JOHN_DEERE,11,H-175727-KIT50,Suporte do Molinete — Kit 50 Unidades — John Deere H-175727,145.0,18.26,0.3,294.55,,,
create,05_JOHN_DEERE,12,KK31823-KIT25,Dedo Recolhedor Algodão Grande — Kit 25 Unidades — John Deere KK31823,180.0,27.57,0.3,374.5,,,
create,05_JOHN_DEERE,13,KK31824-KIT25,Dedo Recolhedor Algodão Médio — Kit 25 Unidades — John Deere KK31824,120.0,18.05,0.3,249.07,,,
create,05_JOHN_DEERE,14,KK31825-KIT25,Dedo Recolhedor Algodão Pequeno — Kit 25 Unidades — John Deere KK31825,100.0,16.74,0.3,210.62,,,
update,05_JOHN_DEERE,16,N276747,TAMPA ALGODÃO — N276747,9.9,1.06,0.3,19.77,25.01,-21.0,0
create,05_JOHN_DEERE,17,N276747-KIT25,Tampa Algodão — Kit 25 Unidades — John Deere N276747,247.5,26.44,0.3,494.24,,,
update,05_JOHN_DEERE,18,A56254,ARO TAMPA RESERVATORIO CENTRAL DE SEMENTES — A56254,65.0,23.66,0.3,159.96,164.19,-2.6,0
update,05_JOHN_DEERE,19,CQ59313,CAIXA DE SEMENTES MINI HOOPER — CQ59313,27.0,17.89,0.3,80.99,68.2,18.8,0
update,05_JOHN_DEERE,20,CQ65827,CONDUTOR JD — CQ65827,4.1,1.96,0.3,10.93,10.36,5.5,0
create,05_JOHN_DEERE,21,CQ65827-KIT50,Condutor — Kit 50 Unidades — John Deere CQ65827,204.99999999999997,98.23,0.3,547.09,,,
update,05_JOHN_DEERE,22,CQ54137,CONDUTOR JOHN DEERE — CQ54137,4.5,1.19,0.3,10.27,11.36,-9.6,0
create,05_JOHN_DEERE,23,CQ54137-KIT50,Condutor — Kit 50 Unidades — John Deere CQ54137,225.0,59.27,0.3,512.88,,,
update,05_JOHN_DEERE,24,AA67780,CONDUTOR JOHN DEERE ACRILICO — AA67780,19.5,3.49,0.3,41.48,49.26,-15.8,862
create,05_JOHN_DEERE,25,AA67780-KIT10,Condutor Acrilico — Kit 10 Unidades — John Deere AA67780,195.0,34.89,0.3,414.77,,,
create,05_JOHN_DEERE,26,CQ73378-KIT30,Condutor Plantadeira — Kit 30 Unidades — John Deere CQ73378,140.1,58.56,0.3,358.42,,,
update,05_JOHN_DEERE,27,A75169,CONEXÃO PIPOQUEIRA JD — A75169,4.5,0.53,0.3,9.08,11.36,-20.1,0
create,05_JOHN_DEERE,28,A75169-KIT50,Conexão Pipoqueira — Kit 50 Unidades — John Deere A75169,225.0,26.26,0.3,453.33,,,
update,05_JOHN_DEERE,29,A71321,ENGATE CONDUTOR JD — A71321,4.5,0.64,0.3,9.27,11.36,-18.4,0
create,05_JOHN_DEERE,30,A71321-KIT50,Engate Condutor — Kit 50 Unidades — John Deere A71321,225.0,31.99,0.3,463.66,,,
update,05_JOHN_DEERE,31,A72758,PENEIRA MINI HOOPER — A72758,5.6,0.43,0.3,10.88,14.15,-23.1,0
create,05_JOHN_DEERE,32,A72758-KIT50,Peneira Mini Hooper — Kit 50 Unidades — John Deere A72758,280.0,21.43,0.3,543.84,,,
update,05_JOHN_DEERE,33,A78269,TAMPA RESERVATORIO CENTRAL DE SEMENTES — A78269,189.0,40.88,0.3,414.75,477.39,-13.1,0
update,05_JOHN_DEERE,34,A74430,ENGATE HIDR. RAPIDO — A74430,15.0,2.04,0.3,30.74,37.89,-18.9,0
create,05_JOHN_DEERE,35,A74430-KIT10,Engate Hidr. Rapido — Kit 10 Unidades — John Deere A74430,150.0,20.35,0.3,307.35,,,
create,05_JOHN_DEERE,37,KK31823-KIT50,Dedo Recolhedor Algodão Grande — Kit 50 Unidades — John Deere KK31823,360.0,41.02,0.3,723.52,,,
create,05_JOHN_DEERE,39,KK31824-KIT50,Dedo Recolhedor Algodão Médio — Kit 50 Unidades — John Deere KK31824,240.0,21.1,0.3,471.08,,,
update,06_STARA,6,6424-4005,ACABAMENTO LATERAL RESERVATORIO DE SEMENTES — 6424-4005,3.9744,0.49,0.3,8.05,8.36,-3.7,0
create,06_STARA,7,6424-4005-KIT50,Acabamento Lateral Reservatorio de Sementes — Kit 50 Unidades — Stara 6424-4005,198.72,24.48,0.3,402.7,,,
update,06_STARA,10,8031-4009,BICO CENTRAL 45/50 — 8031-4009,156.90996,75.61,0.3,419.51,330.28,27.0,865
update,06_STARA,11,6424-4028,BOCAL PIPOQUEIRA — 6424-4028,6.47082,0.78,0.3,13.08,13.62,-4.0,0
update,06_STARA,12,6424-4026,CONEXAO MANGUEIRA SEMENTES — 6424-4026,3.96198,0.52,0.3,8.09,8.34,-3.0,0
create,06_STARA,13,6424-4026-KIT50,Conexao Mangueira Sementes — Kit 50 Unidades — Stara 6424-4026,198.099,26.04,0.3,404.39,,,
update,06_STARA,14,8031-4010,CARENAGEM CENTRAL — 8031-4010,160.38,62.78,0.3,402.63,337.59,19.3,861
update,06_STARA,24,6117-4142,BUCHA DO MANCAL PANTOGRAFICO — 6117-4142,1.4904,0.36,0.3,3.34,3.13,6.7,0
create,06_STARA,25,6117-4142-KIT50,Bucha do Mancal Pantografico — Kit 50 Unidades — Stara 6117-4142,74.52,17.89,0.3,166.73,,,
update,06_STARA,32,8031-4008,PONTEIRA BICO — 8031-4008,21.43692,3.19,0.3,44.43,45.12,-1.5,0
create,06_STARA,33,8031-4008-KIT10,Ponteira Bico — Kit 10 Unidades — Stara 8031-4008,214.3692,31.9,0.3,444.32,,,
update,06_STARA,39,6424-4013,CONDUTOR ADUBO DISCO DUPLO — 6424-4013,8.23446,3.93,0.3,21.95,17.33,26.7,0
create,06_STARA,40,6424-4013-KIT25,Condutor Adubo Disco Duplo — Kit 25 Unidades — Stara 6424-4013,205.8615,98.23,0.3,548.64,,,
update,07_GTS,6,IPCX03009065,GIRO MOLINETE 2 — IPCX03009065,1.4364,0.26,0.3,3.06,3.02,1.3,0
create,07_GTS,7,IPCX03009065-KIT100,Giro Molinete 2 — Kit 100 Unidades — GTS IPCX03009065,143.64,25.59,0.3,305.33,,,
update,07_GTS,8,IPCX03009064,GIRO MOLINETE 1 — IPCX03009064,1.4364,0.26,0.3,3.06,3.02,1.3,0
create,07_GTS,9,IPCX03009064-KIT100,Giro Molinete 1 — Kit 100 Unidades — GTS IPCX03009064,143.64,25.59,0.3,305.33,,,
update,07_GTS,10,IPCX05009034,ROTULA MOLINETE — IPCX05009034,2.8512,0.37,0.3,5.81,6.0,-3.2,0
create,07_GTS,11,IPCX05009034-KIT75,Rotula Molinete — Kit 75 Unidades — GTS IPCX05009034,213.84,27.85,0.3,436.06,,,
create,07_GTS,12,IPCX03007010-KIT20,Dedo Molinete — Kit 20 Unidades — GTS IPCX03007010,67.0,19.94,0.3,156.86,,,
create,07_GTS,13,IPCX03007010-KIT50,Dedo Molinete — Kit 50 Unidades — GTS IPCX03007010,167.5,25.78,0.3,348.72,,,
create,07_GTS,14,IPCX03007010-KIT100,Dedo Molinete — Kit 100 Unidades — GTS IPCX03007010,335.0,39.01,0.3,674.79,,,
update,07_GTS,15,IPCX03006056,MANCAL DEDO RETRÁTIL — IPCX03006056,3.4236,0.41,0.3,6.92,7.21,-4.0,0
create,07_GTS,16,IPCX03006056-KIT60,Mancal Dedo Retrátil — Kit 60 Unidades — GTS IPCX03006056,205.416,24.53,0.3,414.87,,,
update,07_GTS,17,IPCX03006047,GUIA DEDO RETRATIL — IPCX03006047,3.564,0.49,0.3,7.31,7.5,-2.5,0
create,07_GTS,18,IPCX03006047-KIT50,Guia Dedo Retratil — Kit 50 Unidades — GTS IPCX03006047,178.2,24.31,0.3,365.37,,,
